TCP,192.168.3.131:56022,65.55.206.199:80,829.928,474.244,1356.785,145.375,16.332,1.750
TCP,192.168.3.131:56031,65.54.95.140:80,28.531,57.063,790.000,208.750,1.892,0.500
TCP,192.168.3.131:56051,207.46.0.109:80,269.722,147.121,700.727,388.166,3.309,1.833
UDP,192.168.3.131:57757,239.255.255.250:1900,0.000,51.861,0.000,166.000,0.000,0.000
TCP,192.168.3.131:56037,65.54.95.140:80,162.179,135.149,1758.416,149.650,14.100,1.200
TCP,192.168.3.131:55957,65.55.5.232:80,11.605,23.211,887.250,310.125,1.430,0.500
TCP,192.168.3.131:55971,65.55.17.37:80,99.724,166.207,483.000,301.800,0.960,0.600
TCP,192.168.3.131:55966,63.215.202.48:80,61728.395,123456.790,369.000,188.750,0.977,0.500
TCP,192.168.3.131:56036,65.54.95.140:80,163.035,123.681,1601.482,168.272,12.545,1.318
TCP,192.168.3.131:56023,184.24.143.139:80,260.997,347.996,147.666,184.250,0.601,0.750
TCP,192.168.3.131:55953,65.55.206.209:80,33.799,67.599,205.000,175.250,0.584,0.500
TCP,192.168.3.131:56035,65.55.118.107:80,21.866,43.733,215.500,224.750,0.479,0.500
TCP,192.168.3.131:56012,65.54.95.140:80,635.568,385.881,1459.107,83.352,28.832,1.647
TCP,192.168.3.131:56032,65.54.95.140:80,29.026,58.052,540.500,206.000,1.311,0.500
TCP,192.168.3.131:55961,184.24.133.32:80,275.904,367.872,234.000,236.000,0.743,0.750
TCP,192.168.3.131:52207,72.14.213.102:443,232.043,348.065,570.750,90.333,4.212,0.666
TCP,192.168.3.131:52203,72.14.213.102:443,444.535,666.803,570.750,90.333,4.212,0.666
TCP,192.168.3.131:56028,65.54.95.142:80,311.582,389.477,1330.000,184.400,5.770,0.800
TCP,192.168.3.131:55962,65.55.5.232:80,6.903,13.807,942.666,287.333,1.640,0.500
TCP,192.168.3.131:56054,206.108.207.145:80,137.916,183.888,156.333,228.000,0.514,0.750
TCP,192.168.3.131:55972,207.46.216.54:80,19.020,38.041,213.000,272.500,0.390,0.500
TCP,192.168.3.131:52206,72.14.213.102:443,380.003,570.005,570.750,90.333,4.212,0.666
TCP,192.168.3.131:56030,65.54.95.140:80,28.532,57.065,568.000,208.250,1.363,0.500
TCP,192.168.3.131:56040,65.54.95.140:80,67.471,74.219,1624.700,277.000,5.332,0.909
TCP,192.168.3.131:52201,72.14.213.102:443,512.378,768.567,570.750,90.333,4.212,0.666
TCP,192.168.3.131:56021,66.235.139.121:80,32.535,40.669,400.750,327.000,0.980,0.800
TCP,192.168.3.131:52202,72.14.213.102:443,1075.424,722.550,1129.500,87.581,19.194,1.488
TCP,192.168.3.131:56049,206.108.207.163:80,1172.261,1563.015,643.666,195.000,2.475,0.750
TCP,192.168.3.131:55959,65.55.5.231:80,7.195,14.391,681.666,287.333,1.186,0.500
TCP,192.168.3.131:56033,65.54.95.140:80,29.023,58.047,543.500,206.250,1.317,0.500
TCP,192.168.3.131:55968,72.14.213.101:80,137.812,206.718,135.500,334.666,0.269,0.666
TCP,192.168.3.131:56026,65.54.95.140:80,62.737,73.193,1093.833,318.285,2.945,0.857
TCP,192.168.3.131:56027,65.54.95.140:80,42.304,63.456,1058.500,360.166,1.959,0.666
TCP,192.168.3.131:55958,65.55.239.163:80,9.107,18.215,330.000,271.166,0.608,0.500
TCP,192.168.3.131:55967,63.215.202.49:80,37232.854,37232.854,1106.000,220.000,5.027,1.000
TCP,192.168.3.131:56044,65.54.95.216:80,199.156,199.156,1867.100,113.000,16.523,1.000
TCP,192.168.3.131:56039,65.54.95.140:80,93.056,79.762,1315.928,258.666,5.935,1.166
TCP,192.168.3.131:52205,72.14.213.102:443,407.431,611.147,570.750,90.333,4.212,0.666
TCP,192.168.3.131:52204,72.14.213.102:443,407.504,611.256,570.750,90.333,4.212,0.666
TCP,192.168.3.131:56053,66.235.133.62:80,438.399,438.399,718.000,62.000,11.580,1.000
TCP,192.168.3.131:56048,66.220.149.32:80,195.362,195.362,163.666,62.000,2.639,1.000
TCP,192.168.3.131:56029,65.54.95.142:80,427.359,498.586,1202.833,235.000,4.387,0.857
TCP,192.168.3.131:56041,65.54.95.140:80,149.842,116.544,1343.277,188.071,9.183,1.285
TCP,192.168.3.131:52152,72.14.213.147:443,269.574,152.368,722.086,98.384,12.985,1.769
TCP,192.168.3.131:56034,65.55.206.199:80,61.114,61.114,1046.333,164.500,6.360,1.000
TCP,192.168.3.131:56038,65.54.95.140:80,94.508,94.508,1347.636,222.727,6.050,1.000
TCP,192.168.3.131:56056,65.54.95.39:80,19.436,21.866,582.500,301.888,1.715,0.888
TCP,192.168.3.131:55953,65.55.206.209:80,33.799,67.599,205.000,175.250,0.584,0.500
TCP,192.168.3.131:55959,65.55.5.231:80,8.108,16.216,863.000,323.750,1.332,0.500
TCP,192.168.3.131:56033,65.54.95.140:80,4.449,7.415,382.333,177.000,1.296,0.600
TCP,192.168.3.131:52203,72.14.213.102:443,444.535,666.803,570.750,90.333,4.212,0.666
TCP,192.168.3.131:56034,65.55.206.199:80,61.114,61.114,1046.333,164.500,6.360,1.000
