,,,,,,,
,,,,,,,
TCP,192.168.3.131:55971,65.55.17.37:80,64.181,106.969,483.000,301.800,0.960,0.600
TCP,192.168.3.131:55972,207.46.216.54:80,46.084,92.168,196.000,239.833,0.408,0.500
TCP,192.168.3.131:52204,72.14.213.102:443,314.826,377.792,467.400,90.333,4.311,0.833
TCP,192.168.3.131:52206,72.14.213.102:443,302.333,362.800,467.400,90.333,4.311,0.833
TCP,192.168.3.131:52205,72.14.213.102:443,251.848,377.772,570.750,90.333,4.212,0.666
TCP,192.168.3.131:55966,63.215.202.48:80,654.989,1309.979,369.000,188.750,0.977,0.500
TCP,192.168.3.131:55961,184.24.133.32:80,385.668,514.224,234.000,236.000,0.743,0.750
TCP,192.168.3.131:55953,65.55.206.209:80,46.309,92.618,205.000,175.250,0.584,0.500
TCP,192.168.3.131:55968,72.14.213.101:80,83.797,125.695,135.500,334.666,0.269,0.666
TCP,192.168.3.131:56021,66.235.139.121:80,499.782,999.565,348.500,393.750,0.442,0.500
TCP,192.168.3.131:52207,72.14.213.102:443,148.076,177.691,467.400,90.333,4.311,0.833
TCP,192.168.3.131:56028,65.54.95.142:80,503.170,670.893,1031.333,215.500,3.589,0.750
TCP,192.168.3.131:55959,65.55.5.231:80,290.817,581.635,563.000,222.250,1.266,0.500
TCP,192.168.3.131:52152,72.14.213.147:443,358.407,175.822,633.849,98.384,13.132,2.038
TCP,192.168.3.131:55960,206.108.207.139:80,42.150,63.225,190.500,145.166,0.874,0.666
TCP,192.168.3.131:55958,65.55.239.163:80,149.682,299.365,262.500,204.500,0.641,0.500
TCP,192.168.3.131:55962,65.55.5.232:80,358.100,716.200,710.000,222.250,1.597,0.500
TCP,192.168.3.131:52201,72.14.213.102:443,274.809,412.214,570.750,90.333,4.212,0.666
TCP,192.168.3.131:55957,65.55.5.232:80,136.971,273.943,685.666,274.666,1.248,0.500
TCP,192.168.3.131:56012,65.54.95.140:80,892.283,535.370,1369.200,126.166,18.087,1.666
TCP,192.168.3.131:52203,72.14.213.102:443,274.811,412.217,570.750,90.333,4.212,0.666
