,,,,,,,
TCP,192.168.3.131:55957,65.55.5.232:80,518.236,1036.472,563.000,221.750,1.269,0.500
TCP,192.168.3.131:55963,65.54.95.140:80,1283.268,2138.780,1137.666,139.400,4.896,0.600
TCP,192.168.3.131:55968,72.14.213.101:80,107.153,160.730,135.500,334.666,0.269,0.666
TCP,192.168.3.131:55960,206.108.207.139:80,1185.867,1581.156,234.000,187.750,0.934,0.750
TCP,192.168.3.131:55953,65.55.206.209:80,32.727,65.454,205.000,175.250,0.584,0.500
TCP,192.168.3.131:55961,184.24.133.32:80,1184.895,1579.861,234.000,236.000,0.743,0.750
TCP,192.168.3.131:55971,65.55.17.37:80,78.903,131.505,483.000,301.800,0.960,0.600
TCP,192.168.3.131:55967,63.215.202.49:80,362.311,362.311,1106.000,220.000,5.027,1.000
TCP,192.168.3.131:55966,63.215.202.48:80,182.464,364.929,369.000,188.750,0.977,0.500
TCP,192.168.3.131:55958,65.55.239.163:80,373.006,746.012,262.500,204.500,0.641,0.500
TCP,192.168.3.131:52152,72.14.213.147:443,595.938,327.765,756.425,105.363,13.053,1.818
TCP,192.168.3.131:55959,65.55.5.231:80,763.868,1527.737,563.000,222.250,1.266,0.500
TCP,192.168.3.131:55956,66.235.139.121:80,52.824,105.648,477.000,425.833,0.560,0.500
TCP,192.168.3.131:55972,207.46.216.54:80,55.517,111.035,162.000,192.500,0.420,0.500
TCP,192.168.3.131:55962,65.55.5.232:80,857.254,1714.509,710.000,222.250,1.597,0.500
,,,,,,,
TCP,192.168.3.131:56048,66.220.149.32:80,70.138,61.371,697.000,219.285,3.632,1.142
TCP,192.168.3.131:55968,72.14.213.101:80,107.153,160.730,135.500,334.666,0.269,0.666
TCP,192.168.3.131:52202,72.14.213.102:443,940.129,511.716,925.291,87.581,19.409,1.837
TCP,192.168.3.131:56054,206.108.207.145:80,53.989,67.486,188.500,328.000,0.459,0.800
TCP,192.168.3.131:56012,65.54.95.140:80,665.844,390.322,1410.655,83.352,28.870,1.705
TCP,192.168.3.131:56056,65.54.95.39:80,88.909,88.909,634.428,296.857,2.137,1.000
TCP,192.168.3.131:56061,195.27.155.11:80,0.000,0.000,0.000,66.000,0.000,0.000
TCP,192.168.3.131:56035,65.55.118.107:80,17.084,34.168,215.500,224.750,0.479,0.500
TCP,192.168.3.131:56034,65.55.206.199:80,49.418,49.418,1046.333,164.500,6.360,1.000
UDP,192.168.3.131:57757,239.255.255.250:1900,0.000,42.790,0.000,166.000,0.000,0.000
TCP,192.168.3.131:56039,65.54.95.140:80,79.065,79.065,1526.250,258.666,5.900,1.000
TCP,192.168.3.131:55953,65.55.206.209:80,32.727,65.454,205.000,175.250,0.584,0.500
TCP,192.168.3.131:52152,72.14.213.147:443,347.800,173.900,645.000,98.384,13.111,2.000
TCP,192.168.3.131:56029,65.54.95.142:80,430.130,501.819,1202.833,235.000,4.387,0.857
TCP,192.168.3.131:52201,72.14.213.102:443,348.883,418.660,467.400,90.333,4.311,0.833
TCP,192.168.3.131:56031,65.54.95.140:80,27.650,55.301,790.000,208.750,1.892,0.500
TCP,192.168.3.131:52206,72.14.213.102:443,326.786,392.143,467.400,90.333,4.311,0.833
TCP,192.168.3.131:56022,65.55.206.199:80,90.642,48.807,1429.346,161.071,16.480,1.857
TCP,192.168.3.131:56058,206.108.207.138:80,539.477,250.471,1462.500,116.769,26.976,2.153
TCP,192.168.3.131:55967,63.215.202.49:80,362.311,362.311,1106.000,220.000,5.027,1.000
TCP,192.168.3.131:56036,65.54.95.140:80,172.582,122.477,1501.645,168.272,12.574,1.409
TCP,192.168.3.131:56050,66.235.139.121:80,417.338,834.676,66.000,63.000,0.523,0.500
TCP,192.168.3.131:52205,72.14.213.102:443,326.890,392.268,467.400,90.333,4.311,0.833
TCP,192.168.3.131:56049,206.108.207.163:80,1443.582,1924.776,643.666,195.000,2.475,0.750
TCP,192.168.3.131:56037,65.54.95.140:80,198.011,141.436,1514.928,149.650,14.172,1.400
TCP,192.168.3.131:55958,65.55.239.163:80,8.744,17.489,330.000,271.166,0.608,0.500
TCP,192.168.3.131:56028,65.54.95.142:80,478.723,478.723,1074.800,184.400,5.828,1.000
TCP,192.168.3.131:56053,66.235.133.62:80,273.656,136.828,510.000,62.000,16.451,2.000
TCP,192.168.3.131:52203,72.14.213.102:443,348.870,418.644,467.400,90.333,4.311,0.833
TCP,192.168.3.131:56051,207.46.0.109:80,360.100,196.418,700.727,388.166,3.309,1.833
TCP,192.168.3.131:56055,65.54.95.39:80,621.736,621.736,989.400,191.800,5.158,1.000
TCP,192.168.3.131:56057,65.54.95.66:80,116.747,116.747,644.800,422.400,1.526,1.000
TCP,192.168.3.131:52204,72.14.213.102:443,316.400,379.680,467.400,90.333,4.311,0.833
TCP,192.168.3.131:55972,207.46.216.54:80,18.564,37.129,213.000,272.500,0.390,0.500
TCP,192.168.3.131:56026,65.54.95.140:80,62.726,73.180,1093.833,318.285,2.945,0.857
TCP,192.168.3.131:56023,184.24.143.139:80,291.540,388.721,147.666,184.250,0.601,0.750
TCP,192.168.3.131:56021,66.235.139.121:80,31.359,23.519,373.125,282.500,1.761,1.333
TCP,192.168.3.131:55961,184.24.133.32:80,1184.895,1579.861,234.000,236.000,0.743,0.750
TCP,192.168.3.131:56032,65.54.95.140:80,27.858,55.716,540.500,206.000,1.311,0.500
TCP,192.168.3.131:56044,65.54.95.216:80,354.828,300.239,1448.692,108.181,15.826,1.181
TCP,192.168.3.131:55957,65.55.5.232:80,10.307,20.615,1008.600,334.500,1.507,0.500
TCP,192.168.3.131:55966,63.215.202.48:80,182.464,364.929,369.000,188.750,0.977,0.500
TCP,192.168.3.131:56030,65.54.95.140:80,27.439,54.879,568.000,208.250,1.363,0.500
TCP,192.168.3.131:56027,65.54.95.140:80,26.601,44.335,1011.333,360.900,1.681,0.600
TCP,192.168.3.131:55971,65.55.17.37:80,78.903,131.505,483.000,301.800,0.960,0.600
TCP,192.168.3.131:52207,72.14.213.102:443,146.491,175.789,467.400,90.333,4.311,0.833
TCP,192.168.3.131:56041,65.54.95.140:80,131.426,114.997,1504.437,188.071,9.142,1.142
TCP,192.168.3.131:55962,65.55.5.232:80,6.577,13.155,942.666,287.333,1.640,0.500
TCP,192.168.3.131:56038,65.54.95.140:80,65.199,89.649,1832.750,222.727,5.984,0.727
TCP,192.168.3.131:56040,65.54.95.140:80,74.174,74.174,1481.909,277.000,5.349,1.000
TCP,192.168.3.131:55959,65.55.5.231:80,8.081,16.163,863.000,323.750,1.332,0.500
TCP,192.168.3.131:56033,65.54.95.140:80,27.651,55.303,543.500,206.250,1.317,0.500
,,,,,,,
TCP,192.168.3.131:56021,66.235.139.121:80,31.359,23.519,373.125,282.500,1.761,1.333
TCP,192.168.3.131:55959,65.55.5.231:80,8.081,16.163,863.000,323.750,1.332,0.500
TCP,192.168.3.131:56073,65.54.95.75:80,236.236,177.177,974.333,270.444,4.803,1.333
TCP,192.168.3.131:52202,72.14.213.102:443,940.129,511.716,925.291,87.581,19.409,1.837
UDP,192.168.3.131:54600,224.0.0.252:5355,0.000,370.114,0.000,64.000,0.000,0.000
TCP,192.168.3.131:56049,206.108.207.163:80,1443.582,1924.776,643.666,195.000,2.475,0.750
TCP,192.168.3.131:56034,65.55.206.199:80,49.418,49.418,1046.333,164.500,6.360,1.000
TCP,192.168.3.131:56023,184.24.143.139:80,291.540,388.721,147.666,184.250,0.601,0.750
TCP,192.168.3.131:56051,207.46.0.109:80,360.100,196.418,700.727,388.166,3.309,1.833
TCP,192.168.3.131:52207,72.14.213.102:443,146.491,175.789,467.400,90.333,4.311,0.833
TCP,192.168.3.131:56113,65.54.95.75:80,505.465,505.465,788.500,225.000,3.504,1.000
TCP,192.168.3.131:56035,65.55.118.107:80,17.084,34.168,215.500,224.750,0.479,0.500
TCP,192.168.3.131:56041,65.54.95.140:80,25.621,22.606,1419.470,179.533,8.960,1.133
TCP,192.168.3.131:56039,65.54.95.140:80,19.240,19.240,1413.461,243.384,5.807,1.000
TCP,192.168.3.131:56093,65.54.95.68:80,353.768,209.045,1305.181,112.000,19.721,1.692
